,DGP 1,DGP 2,DGP 3
v1,0.704802816014206,0.7017129130874739,0.7006049770542063
v2,0.29432932023768255,0.2987987787815517,0.3053965078824566
vC,0.0,0.0,0.0
main_effect_cross_predictability,-0.13173315704642927,-0.10552266882156881,-0.15018509652390782
main_effect_cov,0.12974613279985844,0.0011464712145308118,-0.12836614545262318
pure_interactions,-2.5054237914946534e-07,0.09701593407850335,0.2595931656983632
